"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000087448",907.657961796665,1.0584442730941,0.128137380882378,8.26023027632881,1.45391703716909e-16,2.46417344972876e-14
"ENSG00000089041",96.7559629333342,-1.91905878781858,0.290634666162528,-6.60299341836053,4.02937437753085e-11,3.03853879271247e-09
"ENSG00000091262",123.764149761265,-1.03277528499543,0.250209093586746,-4.12764888034484,3.66491148072947e-05,0.00060439262742897
"ENSG00000091428",36.1776800004709,-1.12569216062938,0.309765429953342,-3.63401481178496,0.000279044831936592,0.00343894127652309
"ENSG00000092621",1231.09188657928,-1.43224587763766,0.270449084922027,-5.29580596677039,1.184926073494e-07,3.90068548578274e-06
"ENSG00000092969",200.644149045315,-1.581171651767,0.290244990694708,-5.44771383644702,5.10213576274741e-08,1.85327406980643e-06
"ENSG00000095585",21.112756321606,-2.56707842337538,0.719573369862843,-3.56750059255901,0.000360402564509833,0.0042430337684177
"ENSG00000095637",44.3056674720633,1.90096795695234,0.362365951850686,5.24598944035349,1.55445805613779e-07,4.9551607085599e-06
"ENSG00000096060",2564.38437504937,3.93843101507586,0.296906743549409,13.2648755902052,3.70034444361156e-40,4.8724997065956e-37
"ENSG00000097096",201.584117610054,1.30625049569178,0.256180103022562,5.09895374496255,3.41535990157168e-07,9.90917471103459e-06
"ENSG00000099194",785.207076440808,-2.00114358732567,0.402568119250977,-4.97094402569439,6.66276847490664e-07,1.79047520806047e-05
"ENSG00000099204",848.584854270064,1.41316085454995,0.238058730718475,5.93618579030875,2.91729199267317e-09,1.40670998114308e-07
"ENSG00000099337",530.058849354171,2.8077907848498,0.364570787588405,7.70163403223562,1.34337165972787e-14,1.67852818038115e-12
"ENSG00000099840",37.675576970789,1.03630409024539,0.306583994358788,3.38016370493442,0.000724426674902847,0.00760781338710854
"ENSG00000099849",42.7950101182452,1.2200279656348,0.353326068964805,3.45298032836726,0.000554429432786012,0.00605275703471362
"ENSG00000099860",368.158192610506,1.45589384565326,0.178399208970132,8.16087612752256,3.32603136305168e-16,5.37122687478478e-14
"ENSG00000100033",55.3639200859253,4.96085630659381,0.623837900287619,7.95215600768504,1.83293227546731e-15,2.63664997407137e-13
"ENSG00000100206",36.2987514806198,1.9050402761651,0.424833194753451,4.48420768360785,7.31853565419924e-06,0.00014949724740881
"ENSG00000100242",2236.24203648175,1.9111102391718,0.273296625847723,6.99280583228512,2.69442303095266e-12,2.54823941678717e-10
"ENSG00000100292",2399.36890186206,-1.33242321632949,0.263552787165462,-5.0556218003226,4.28990730961314e-07,1.20387203341979e-05
"ENSG00000100302",35.8445158131682,-1.98191706557767,0.451044742269371,-4.39405868164192,1.11253763255995e-05,0.000217899533113973
"ENSG00000100592",756.53960738153,-1.00272296422206,0.184386978452743,-5.43814412837755,5.38384159095718e-08,1.94022316534747e-06
"ENSG00000100739",134.534730275926,-1.75213994646011,0.348179404440218,-5.03229060684131,4.84653841324282e-07,1.34899259443725e-05
"ENSG00000100767",208.812928691966,1.09090377211152,0.309109819316534,3.52917864118194,0.000416851637558304,0.00481813624892377
"ENSG00000100784",87.3227602014942,-2.45365480129831,0.291992061539357,-8.40315585417923,4.34637233404106e-17,7.83170543306472e-15
"ENSG00000101255",284.169999063775,-1.10255866537715,0.272782248546153,-4.04190034818415,5.3019765308827e-05,0.000829609088260056
"ENSG00000101342",42.90137769414,4.18688348555097,0.507683709347422,8.24703138679159,1.623777799877e-16,2.72508121355829e-14
"ENSG00000101347",12703.4128252398,3.85775021160878,0.279324769387078,13.8109850410826,2.18818799663703e-43,3.74574021264326e-40
"ENSG00000101825",4767.10469108964,-1.35152269901941,0.265260814203068,-5.09507106460423,3.48610462764506e-07,1.00632612168681e-05
"ENSG00000102385",110.998431391346,-1.06156588344503,0.250039058743724,-4.24560022253596,2.18009034165676e-05,0.000390772633177806
"ENSG00000102466",664.680645198945,1.20748848434974,0.326792474027827,3.69497029557333,0.000219912495319437,0.00280302464250046
"ENSG00000102524",64.0414731737915,-1.71371160091162,0.282903642306875,-6.05758054911394,1.38184151870264e-09,7.39198847410994e-08
"ENSG00000102554",149.552166590204,2.58697798375924,0.40773093064585,6.34481661634413,2.22690550979442e-10,1.40147678370077e-08
"ENSG00000102760",1136.38757496646,3.16730690984626,0.685136992420411,4.62288118272083,3.78446513249544e-06,8.44621566337118e-05
"ENSG00000102804",5397.33558773763,1.19402338003581,0.161554689677016,7.39083082281876,1.45914176203275e-13,1.69915569268549e-11
"ENSG00000102935",36.1479270707735,-1.13315249381486,0.314142112068233,-3.60713336506995,0.00030959855149069,0.00373509930616704
"ENSG00000102984",90.3328337493841,-1.39520195090431,0.215132838839886,-6.48530442134265,8.85528027208694e-11,6.08773846175037e-09
"ENSG00000102996",165.316302707453,1.26674502204698,0.287635793068043,4.40398953320569,1.06278072977564e-05,0.000208871188660153
"ENSG00000103064",780.765443622072,1.42510295580545,0.173580521386577,8.21003960825561,2.21115543509111e-16,3.60481511789425e-14
"ENSG00000103175",250.457907082079,1.70909270418385,0.363293509091174,4.70444051824479,2.54563068261495e-06,5.95301994877086e-05
"ENSG00000103196",3082.088884672,2.70058097148249,0.260942315270932,10.3493408827867,4.21376684128593e-25,1.94949353484142e-22
"ENSG00000103257",403.745805891872,-1.16593524452103,0.287682919361911,-4.05284834812963,5.05978032749989e-05,0.000796078305571169
"ENSG00000103485",865.199817057682,-1.21089320837376,0.137729490929997,-8.79182229018189,1.47153402068194e-18,3.07191699585774e-16
"ENSG00000103647",544.421110534088,-1.26341058758429,0.261234468780415,-4.83630890472677,1.32272312884695e-06,3.28626625828769e-05
"ENSG00000103710",1054.92511217113,-1.03360479099669,0.26368209264665,-3.91988997289164,8.85894040533091e-05,0.00128732887825513
"ENSG00000105486",143.60575042145,-1.00914504826071,0.216038253916681,-4.67114055018191,2.99531890050633e-06,6.89164905092304e-05
"ENSG00000105516",84.5743051728046,-1.65511927778072,0.203731571735384,-8.12401957969704,4.50992962571399e-16,6.95504282279027e-14
"ENSG00000105711",101.370727054434,-1.28635142869911,0.24507919653661,-5.24871734066972,1.53161868338981e-07,4.89146429519903e-06
"ENSG00000105835",2640.34214038423,1.0556516577691,0.15519665247492,6.80202595181424,1.03158009076554e-11,8.74187524441811e-10
"ENSG00000105889",230.619819110673,1.03901889946033,0.312773665483396,3.32195134732495,0.000893902791065004,0.00900416041126247
"ENSG00000105989",333.209551189313,-3.11651041077227,0.903545940858696,-3.4491997250416,0.000562250670709998,0.00612642073915579
"ENSG00000106003",16.4281623709883,-2.6324814697787,0.604957499125108,-4.35151473216846,1.35200235343932e-05,0.000259166587751111
"ENSG00000106123",2287.85993737051,1.32844086152754,0.339254704843837,3.91576253051241,9.01189191869677e-05,0.00130635617150584
"ENSG00000106617",1018.35402511812,1.57423128304687,0.259157325380193,6.07442325134905,1.24434130311998e-09,6.69899917745253e-08
"ENSG00000106976",884.737400832367,-1.75519510123771,0.203169283436197,-8.63907708661536,5.66689311202842e-18,1.12797530571747e-15
"ENSG00000107104",1276.70745444015,1.23018246447968,0.265755717387364,4.62899717294348,3.67440784238093e-06,8.23278971804671e-05
"ENSG00000107562",25136.0890181904,-1.94922987888133,0.278856497967112,-6.99008232941095,2.74724981134467e-12,2.58392430058231e-10
"ENSG00000107611",41.0818870131441,-1.54272316626898,0.341987426183447,-4.51105230237746,6.45068113945845e-06,0.000133360820948369
"ENSG00000107731",562.138709812938,-1.02602280559073,0.245816348810655,-4.17394046634809,2.99376017651341e-05,0.000509922255736881
"ENSG00000107796",2427.81163733981,1.18026766995969,0.287109692922182,4.11085971339737,3.94188655564227e-05,0.000645714967076405
"ENSG00000107821",484.072319145679,-1.0842780314957,0.312250022550346,-3.47246742414846,0.000515697593335642,0.00572856028729366
"ENSG00000107968",536.65948634498,1.13229699443861,0.176614893493722,6.41110708185466,1.44466675894392e-10,9.29691939082781e-09
"ENSG00000108387",19.0736661708649,1.93286767862342,0.477671975027725,4.04643307472922,5.20039835506096e-05,0.000815205302581809
"ENSG00000108604",2178.07637654574,1.27768101356386,0.185391092532131,6.89181446698915,5.50851892115058e-12,4.8625355287654e-10
"ENSG00000108700",15.0226558747118,-3.69004699627789,1.00151319099827,-3.68447168688793,0.000229177497558414,0.00290167189586164
"ENSG00000108821",100989.91598642,-1.29947097747104,0.11531120846574,-11.2692512268408,1.86146142893333e-29,1.51735698764194e-26
"ENSG00000108830",158.261075547043,-2.36508861287985,0.297030965207036,-7.9624311601026,1.68691467346932e-15,2.44716994749558e-13
"ENSG00000108950",1011.56493667117,1.08600603859766,0.198352681351325,5.47512658361351,4.37198972324215e-08,1.61640864108983e-06
"ENSG00000108960",1723.12310209931,1.64295850691069,0.230432014579987,7.12990558150241,1.00437800633806e-12,1.04835016539603e-10
"ENSG00000109625",41.4971423052559,-1.77448850800362,0.315463204950573,-5.62502529663214,1.85480791687298e-08,7.54171067007879e-07
"ENSG00000109674",47.9137964257685,-1.36442812239813,0.353892738642563,-3.85548493487521,0.000115500443732539,0.00160873604215916
"ENSG00000109689",1142.66277519747,-1.02090702133394,0.179385207558207,-5.69114385311106,1.26191135484712e-08,5.2894133718775e-07
"ENSG00000109861",4057.99873271313,1.00953491679097,0.236300397207221,4.2722523056348,1.93508447783115e-05,0.000352391235016102
"ENSG00000109881",67.0429297128855,-1.31311523938244,0.220608260666104,-5.95224873002317,2.64483006620183e-09,1.29157660876148e-07
"ENSG00000109906",385.071327676389,7.17614939620649,0.496359299844905,14.4575701481745,2.24587292168194e-47,4.80560658416893e-44
"ENSG00000110756",995.252222053197,1.59109263709432,0.17087077893296,9.31167193729818,1.25835671176046e-20,3.5900916986526e-18
"ENSG00000110900",262.804092122617,-1.4547010753938,0.308501784483493,-4.71537329299187,2.41267999293023e-06,5.65756933136707e-05
"ENSG00000111728",193.412946626173,-1.49517218627149,0.288156578670807,-5.18874909317825,2.11711425814015e-07,6.49476019190737e-06
"ENSG00000111816",88.8399342388187,-1.13764563892525,0.223634594517453,-5.08707358707183,3.63630769727681e-07,1.03951948084166e-05
"ENSG00000111859",1772.54117030296,1.66700093184821,0.286347544119742,5.82160024096843,5.82868296910726e-09,2.63259617586222e-07
"ENSG00000112715",1874.10517652625,-1.18414816012647,0.256442278177507,-4.61760115587031,3.88201461790035e-06,8.58752590025062e-05
"ENSG00000112773",516.79715620943,-1.19082715406622,0.137956952273702,-8.63187490329345,6.0354373362864e-18,1.18752432554656e-15
"ENSG00000112837",2754.94303068407,-1.80338443533455,0.199327048179878,-9.04736437830115,1.46460631838267e-19,3.63349724030065e-17
"ENSG00000112936",1960.7071087824,3.2146485834281,0.634287515346457,5.06812526756452,4.01752984757834e-07,1.13428088801761e-05
"ENSG00000114098",1010.29282888401,1.35688162931468,0.125664887329147,10.7976194317564,3.53243412117175e-27,2.15957883165064e-24
"ENSG00000114270",1546.90777793248,1.22849092116939,0.184160964978509,6.67074546070471,2.54507309566055e-11,1.99846611245492e-09
"ENSG00000114670",184.341568921453,-1.25636617740883,0.190877981539126,-6.58203825961613,4.64042129414019e-11,3.45368398752573e-09
"ENSG00000115419",3865.24060485268,1.186146373678,0.150471615381396,7.88285797737671,3.19976686186486e-15,4.34711183661926e-13
"ENSG00000115828",345.355415005522,1.14267268707568,0.301921008257658,3.78467432150506,0.000153909995714273,0.00207288065038311
"ENSG00000116194",237.044539587412,2.01920306831501,0.420808331868195,4.79839137060495,1.59945015254678e-06,3.91693672550728e-05
"ENSG00000116285",3232.63588079279,2.43984707583882,0.229362922678621,10.6374955783829,1.99417373394234e-26,1.03443230235227e-23
"ENSG00000116584",2250.58089102087,-1.01449238445002,0.0824250094623016,-12.3080651257191,8.19646505173272e-35,9.35380591703738e-32
"ENSG00000116675",50.8990625914575,2.131735978334,0.438541296769433,4.86096975139557,1.16812103652515e-06,2.94057292694669e-05
"ENSG00000116711",111.968421891278,-2.5026468596517,0.39764029200066,-6.29374565404339,3.09895453463621e-10,1.90135855641228e-08
"ENSG00000116962",9435.94331671769,1.55571939826597,0.254369070915687,6.11599276856121,9.59576767032289e-10,5.36798532616298e-08
"ENSG00000116991",119.853749823762,-2.71811164400946,0.556335392494724,-4.88574281032324,1.03039632360345e-06,2.60921956618991e-05
"ENSG00000117461",215.509146709287,-1.68081741206112,0.345196344907423,-4.86916341049872,1.1207170289443e-06,2.82956255183902e-05
"ENSG00000117479",262.855134199173,1.05228303126084,0.301503359435203,3.49012041932816,0.000482802941622165,0.00544082998991983
"ENSG00000117600",39.2873968219258,-2.07877981800589,0.56560930314184,-3.67529283280651,0.000237576757488583,0.00299693362910063
"ENSG00000118257",1755.47149943767,1.0228103738605,0.187626803091207,5.45130203685936,5.00023624481972e-08,1.82503292193654e-06
"ENSG00000118507",100.500227148656,1.03338974335046,0.19059847245689,5.42181545334364,5.89967729765787e-08,2.09959825324963e-06
"ENSG00000118689",5165.47547997407,1.27173394961826,0.146459742930471,8.6831638795242,3.8490918807236e-18,7.75161821343842e-16
"ENSG00000119138",1683.27622905212,2.11013968719508,0.205790724125059,10.2538134124683,1.13764642906042e-24,5.12479778227797e-22
"ENSG00000119139",5029.85477688044,1.95744623076081,0.249960830352983,7.83101187492696,4.83958956341129e-15,6.37262262665188e-13
"ENSG00000119508",216.674369404589,2.12131537796962,0.321682414151289,6.59443999625032,4.26864009232595e-11,3.20485004826472e-09
"ENSG00000119703",28.7983998291707,-1.2330968096124,0.329787004430755,-3.73907034857497,0.000184702038638675,0.00241130663144333
"ENSG00000119711",562.981123676436,1.24342247904799,0.200884323641235,6.18974371175255,6.02621139397473e-10,3.46163377993488e-08
"ENSG00000119714",54.8122250115231,-2.90162616041072,0.428361102983148,-6.77378534186114,1.25455773681419e-11,1.04758630920904e-09
"ENSG00000120129",3409.03835490143,2.94901281295457,0.201546443514014,14.6319268231072,1.75738759867527e-48,5.01382681902054e-45
"ENSG00000120162",60.670427635757,2.80287570436115,0.437436861949698,6.40749774005891,1.47927279303404e-10,9.48396691803621e-09
"ENSG00000121621",31.7907465435411,-1.49551742510131,0.412988289046038,-3.62121024921991,0.000293228089368189,0.00358790452738003
"ENSG00000122035",943.340735322473,2.3717716112164,0.405897863115728,5.84327198229218,5.11853441213087e-09,2.3365085884495e-07
"ENSG00000122679",10.3539982692666,-4.051171091646,1.22950501197585,-3.29496102267664,0.000984353321629128,0.00975125009238855
"ENSG00000122877",17.0524051391341,-3.0765823531955,0.504299334825413,-6.10070674445882,1.05600495503798e-09,5.79381180139108e-08
"ENSG00000122966",288.892501525737,-1.5860843569321,0.225750341243167,-7.02583370726179,2.12791775954734e-12,2.09343081654778e-10
"ENSG00000123358",180.640670589744,1.28639661155808,0.2610164732344,4.92841158880748,8.29008329248828e-07,2.16325679574412e-05
"ENSG00000123405",13.5285848772424,-2.83424673093147,0.579424780907008,-4.89148345794749,1.00078806022596e-06,2.54277867168646e-05
"ENSG00000123562",5040.48334406563,1.02831045496216,0.095951666964725,10.7169628990416,8.47403306195636e-27,4.8352832651523e-24
"ENSG00000123610",322.72990824958,-2.51160097838791,0.476778805023481,-5.2678536711887,1.38028059900757e-07,4.43295371366072e-06
"ENSG00000123612",20.5203830068849,-1.44636438263608,0.389620798516482,-3.71223607195317,0.000205436237709325,0.00264609293988579
"ENSG00000123685",42.3509033628623,1.93775539410431,0.464522083762668,4.17150327581484,3.02596706064266e-05,0.000514384350983923
"ENSG00000123689",42.1345372369129,-2.67619337632742,0.475978988608789,-5.62250317844808,1.8821010328048e-08,7.63455106150534e-07
"ENSG00000124134",26.0836133664418,-2.73922101500874,0.750973126259322,-3.64756196889907,0.000264740473085369,0.00328869914243494
"ENSG00000124151",1569.9043302201,1.4001889283055,0.203110907015661,6.89371609274306,5.43534498092325e-12,4.84594975955438e-10
"ENSG00000124374",25.5648484791868,1.27502341171117,0.371528084830891,3.43183587935627,0.00059951024353815,0.00646655094447766
"ENSG00000124440",197.042690626187,2.55215067433777,0.461444716984547,5.53078316946738,3.18804202954562e-08,1.21814516655719e-06
"ENSG00000124466",19.9281821004627,-1.42165101208748,0.40757402984527,-3.48808046633195,0.000486501642634381,0.00546206325230016
"ENSG00000124762",8020.4921552315,-1.00598156487714,0.227526354102511,-4.42138480548894,9.80703434606382e-06,0.000194748513484705
"ENSG00000124766",1281.45678699994,-2.35745543179661,0.253091196402967,-9.31464810037533,1.22357463239387e-20,3.55002551818953e-18
"ENSG00000125148",3656.26740037453,2.20346827829643,0.147419126764273,14.9469633056491,1.63015008179671e-50,5.5809818200392e-47
"ENSG00000125398",566.471452733473,-1.25410887891911,0.346907192370359,-3.61511351306958,0.000300216048360749,0.00364992778113587
"ENSG00000125657",13.3115501200415,-1.76174732041524,0.511938122935147,-3.44132863228554,0.000578865012057264,0.00629143573104524
"ENSG00000125848",178.652501999173,-2.3670633465717,0.340358916926661,-6.95460946916146,3.53540024952891e-12,3.27129629575329e-10
"ENSG00000125965",244.334637871174,-1.29668109207842,0.270484930569118,-4.79391250873057,1.63559628115347e-06,3.999733877255e-05
"ENSG00000126016",386.412442581616,-2.29690036596834,0.344466315478791,-6.66799702251222,2.5931804372241e-11,2.01908783485519e-09
"ENSG00000126785",672.616210072833,-1.17857725698714,0.30676350977484,-3.84197344023152,0.000122049045726523,0.00168622725161148
"ENSG00000126803",449.176836543227,2.55802637293322,0.646122045571388,3.95904518421294,7.52500007337745e-05,0.00111429888629823
"ENSG00000126860",22.3216226039413,-1.5028113885034,0.368379000853747,-4.07952512228037,4.51277929664705e-05,0.000723990215557678
"ENSG00000126861",309.304215909479,-1.71060669867869,0.244177910393564,-7.00557513954291,2.45973280323528e-12,2.33920589587675e-10
"ENSG00000126878",93.2590639059887,-2.71438589441543,0.477507345357525,-5.68449034513403,1.31203334183374e-08,5.46457098430898e-07
"ENSG00000126950",786.108308420399,-1.64521458617888,0.306142887033106,-5.3740088562011,7.70050729645915e-08,2.64162893588753e-06
"ENSG00000127324",26.4056853497082,4.38744376770279,0.842786667192935,5.2058770487151,1.93082462844136e-07,5.97216383491657e-06
"ENSG00000127589",307.264988823033,-1.16390573707356,0.28099691976692,-4.14205870313095,3.4420221112416e-05,0.000570382715394325
"ENSG00000127824",228.716782957365,-1.53922030864176,0.191636698400913,-8.03197050192151,9.59194362256383e-16,1.4033751361628e-13
"ENSG00000127954",286.388753317735,5.28708496441642,0.900415806526801,5.8718260231464,4.31020947425772e-09,1.99951668781419e-07
"ENSG00000128045",124.216514368742,3.99888922549498,1.03098333859585,3.87871372484184,0.000105010243924331,0.00149299448130955
"ENSG00000128165",58.7517465380704,-2.69295310104903,0.431334794370058,-6.24330134317577,4.28430352576016e-10,2.56429048090778e-08
"ENSG00000128285",6.62464689043904,-5.338693785566,1.15134051775515,-4.63693729460269,3.53609627634052e-06,7.95412563185244e-05
"ENSG00000128311",316.408984330112,1.30481679730298,0.147310647839387,8.8575864436196,8.17654038384501e-19,1.74957522863324e-16
"ENSG00000128342",153.120046201745,-2.50842163363501,0.346810592825147,-7.23282877031293,4.73035679988511e-13,5.19065690387393e-11
"ENSG00000128594",19.009262298397,-1.77101403626343,0.49698908664462,-3.56348677235608,0.000365961144320625,0.00430255691516515
"ENSG00000128606",1137.03091630192,-2.18534054818446,0.654828532590385,-3.33727142209219,0.000846052814939598,0.00861340753208559
"ENSG00000128699",1855.27925286963,1.01103127422021,0.154499485716121,6.54391352523911,5.99294587958363e-11,4.29235345467417e-09
"ENSG00000128923",1415.67710071441,1.0353052485683,0.122279145539118,8.4667360407511,2.52365119148199e-17,4.64514635438589e-15
"ENSG00000129048",1441.83170652588,-1.4544462976657,0.311849618588681,-4.66393482938347,3.10219662260175e-06,7.08990678046685e-05
"ENSG00000129467",105.731285944338,-1.6418061342836,0.273197783373256,-6.00958805013615,1.85995327005589e-09,9.53253894515469e-08
"ENSG00000130066",4098.11999428398,1.32119839160588,0.167049964869285,7.90900131370698,2.59461875679391e-15,3.70122365656651e-13
"ENSG00000130513",451.001146431514,-1.8568108711905,0.289076211331791,-6.42325725328994,1.33388783822937e-10,8.7821123133886e-09
